SSC_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SSC41643,13,0,4,0,5,0,0,0,0,27
SSC41644,75,44,46,27,36,35,22,49,3,331
SSC41645,26,3,7,0,3,0,4,5,0,40
SSC41646,11,0,3,4,7,0,7,6,0,44
SSC41647,18,3,4,3,3,3,3,5,0,48
SSC41648,462,812,578,507,745,456,196,320,64,4135
SSC41649,14,3,3,0,0,3,3,6,0,38
SSC41650,22,4,3,7,5,3,3,8,0,54
SSC41651,73,51,68,40,57,38,42,47,3,423
SSC41652,6,0,0,0,0,0,0,3,0,14
SSC41653,6,14,3,11,4,0,0,3,3,43
SSC41654,18,8,0,0,0,0,0,3,0,42
SSC41655,0,0,0,0,0,0,0,0,0,3
SSC41656,3,0,0,0,0,0,0,0,0,3
SSC41657,0,0,0,0,0,0,0,0,0,3
SSC41658,24,3,3,3,5,0,3,8,3,49
SSC41659,41,26,54,35,29,30,21,53,4,288
SSC41660,5,0,0,0,0,0,0,3,3,7
SSC41661,0,0,0,0,0,0,0,0,0,0
SSC41662,0,0,0,0,0,0,0,0,0,0
SSC41663,3,0,4,0,0,0,3,4,0,13
SSC41664,20,19,27,17,15,13,6,3,0,120
SSC41665,0,0,3,0,0,0,0,0,0,6
SSC41666,27,35,35,17,24,17,7,12,0,170
SSC41667,22,5,0,4,0,0,3,3,4,43
SSC41668,0,0,0,0,0,0,0,0,0,0
SSC41669,0,0,0,0,0,0,0,0,0,3
SSC41670,3,0,0,0,0,0,0,3,0,8
SSC41671,10,0,0,0,4,3,0,7,0,27
SSC41672,8,0,0,0,0,0,0,0,0,10
SSC41673,88,39,57,43,30,45,19,68,5,395
SSC41674,18,4,8,3,9,5,9,19,0,77
SSC41675,0,0,0,0,0,0,0,0,0,0
SSC41676,14,0,0,0,3,0,0,5,0,31
SSC41677,0,0,0,0,0,0,0,0,0,0
SSC41678,21,11,21,9,10,4,4,8,0,84
SSC41679,19,0,9,0,5,0,3,7,0,45
SSC41680,0,3,0,0,0,0,0,0,0,12
SSC49494,54,103,112,53,57,49,85,212,11,734
SSC49797,0,3,0,0,0,0,0,0,0,3
