SSC_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC40736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,8,0,3,0,28
SSC40738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SSC40740,3,0,3,3,4,0,0,0,0,9,0,0,4,0,0,0,3,0,0,17,29,14,64,90,85,77,34,9,0,398
SSC40741,0,0,0,0,5,0,0,0,0,11,0,0,0,5,0,0,4,0,0,5,11,11,29,45,51,51,32,8,0,245
SSC40742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40743,4,6,13,11,19,13,0,0,0,66,0,3,11,9,10,11,4,0,0,53,115,161,355,408,531,374,68,6,0,2010
SSC40744,4,11,8,14,23,12,0,0,0,73,0,4,21,3,12,15,3,0,0,53,95,151,426,346,415,269,45,0,0,1747
SSC40745,0,3,0,3,5,3,0,0,0,15,0,0,0,0,0,3,0,0,0,6,18,28,61,51,58,72,30,0,0,317
SSC40746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,11
SSC40747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,14,12,3,3,0,0,42
SSC40748,0,0,3,0,3,3,0,0,0,10,0,0,4,3,3,3,3,0,0,17,16,65,99,107,113,117,43,18,0,580
SSC40749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,8,7,18,17,4,0,0,65
SSC40750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,0,0,0,26
SSC40751,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,6,20,21,35,22,3,0,0,106
SSC40752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,23
SSC40753,3,4,0,3,0,0,3,0,0,12,0,0,0,5,5,0,0,0,0,12,8,12,33,50,72,62,20,4,0,256
SSC40754,0,15,9,10,19,7,0,0,0,54,3,4,9,12,20,14,0,0,0,54,88,134,200,338,465,242,40,7,0,1519
SSC40755,0,0,0,0,3,5,0,0,0,4,0,0,0,0,0,5,3,0,0,11,8,6,9,16,37,31,14,0,0,121
SSC40756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,5
SSC40757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40758,0,0,6,3,5,3,0,0,0,21,0,0,7,0,5,3,0,0,0,23,24,49,124,201,164,135,59,7,3,766
SSC40759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,0,0,0,17
SSC40761,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,8,17,20,20,5,3,0,91
SSC40762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSC40763,0,10,8,25,8,16,3,0,0,67,3,3,6,7,11,10,5,0,0,38,113,117,228,376,384,253,59,9,0,1551
SSC40764,0,3,10,8,9,8,0,0,0,47,0,3,7,10,14,11,0,0,0,48,48,101,223,221,314,226,49,3,3,1184
SSC40765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,16,8,12,3,0,59
SSC40766,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,13,5,14,10,3,0,0,57
SSC40767,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,6,4,13,20,43,38,9,0,0,136
SSC40768,4,13,22,17,15,22,3,0,0,102,3,12,17,9,13,15,4,3,4,88,146,236,527,541,660,470,92,29,4,2697
SSC40769,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,8,11,13,3,0,0,46
SSC40770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,9,4,0,0,0,29
SSC40771,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,15,7,36,40,39,8,0,0,158
SSC40772,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10
SSC40773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,13,13,16,3,0,0,50
SSC40774,0,0,3,4,0,0,0,0,0,14,0,0,0,0,6,3,0,0,0,15,23,19,43,66,73,72,17,0,0,304
SSC40775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,22
SSC40776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,16
SSC40777,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,3,0,0,23
SSC40778,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,9,17,31,27,3,0,0,99
SSC40779,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,0,0,5,15,16,16,39,66,51,12,3,0,217
SSC40780,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,16,13,16,19,17,10,0,0,90
SSC40781,3,3,4,12,10,4,0,0,0,35,0,0,10,5,6,4,0,0,0,22,50,103,180,229,282,188,42,3,0,1079
SSC40782,4,6,14,9,21,10,3,0,0,79,5,6,8,12,8,9,8,3,0,64,119,153,335,382,453,396,101,19,4,1956
SSC40783,0,0,0,6,4,0,0,0,0,17,6,0,0,3,3,0,0,0,0,17,29,31,64,93,100,60,17,4,0,406
SSC40784,0,0,0,4,0,3,0,0,0,10,0,0,3,0,0,3,0,0,0,7,9,20,39,49,75,89,23,3,0,299
SSC40785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SSC40786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,10
SSC40787,0,0,6,3,9,3,3,0,0,27,0,0,3,3,3,3,0,0,0,16,59,74,140,211,232,153,45,0,0,918
SSC40788,0,0,0,3,0,5,0,0,0,5,0,0,0,0,0,6,0,0,0,8,3,9,16,12,26,29,15,0,0,115
SSC40789,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,5,7,10,23,18,30,29,3,3,0,119
SSC40790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,14,15,4,7,0,0,52
SSC40791,0,6,3,0,3,4,3,0,0,18,0,0,3,3,9,6,0,0,0,24,35,41,100,129,198,159,37,4,3,704
SSC40792,0,0,0,4,0,3,0,0,0,8,0,3,6,0,7,3,3,0,0,22,7,22,30,42,62,65,6,0,0,236
SSC40793,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,7,16,15,12,0,0,0,62
SSC40794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,14
SSC40795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,11,11,3,0,0,36
SSC40796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5
SSC40797,3,10,29,35,27,15,7,0,0,137,3,17,23,25,16,16,6,0,0,102,174,333,904,912,899,574,151,16,3,3980
SSC40798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40799,3,5,3,0,3,0,0,0,0,16,3,0,5,0,4,5,0,0,0,17,19,40,70,83,126,108,47,11,0,503
SSC40800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10
SSC40801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,0,0,0,23
SSC40802,0,0,4,0,3,3,0,0,0,17,0,3,0,4,9,3,0,0,0,15,9,30,89,70,92,94,24,3,0,407
SSC40803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8
SSC40804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6
SSC40805,4,5,3,4,9,8,4,0,0,40,0,4,7,3,8,6,8,0,0,32,65,119,130,237,315,273,86,6,0,1231
SSC40806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,8
SSC40807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,3,0,0,0,32
SSC40808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,10,13,4,0,0,41
SSC40810,5,3,9,0,8,3,0,0,0,34,0,0,0,3,4,0,0,0,0,12,31,56,125,150,164,105,29,0,0,669
SSC40811,4,7,6,12,15,5,0,0,0,45,0,3,8,6,3,5,0,0,0,40,52,72,152,156,218,190,52,10,0,900
SSC40812,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,13,6,18,15,7,0,0,65
SSC40813,3,9,33,29,11,3,0,0,0,83,4,7,21,18,17,12,0,0,0,82,50,151,440,442,269,123,22,7,0,1494
SSC40814,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,12
SSC40815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,8,10,4,0,27
SSC40816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,11,8,14,0,0,0,47
SSC40817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,4,3,0,0,33
SSC40818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,14,15,4,0,0,49
SSC40819,0,3,12,6,3,3,3,0,0,31,3,4,7,5,7,0,0,0,0,26,40,111,353,259,189,121,27,5,0,1111
SSC40820,0,4,5,9,8,11,6,0,0,43,3,3,0,9,8,10,3,0,0,35,47,70,151,213,280,230,89,12,0,1101
SSC40821,6,7,12,10,15,4,4,0,0,53,0,4,6,7,9,6,9,0,0,43,73,149,340,319,323,227,70,4,0,1508
SSC40822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,20,21,12,0,0,0,67
SSC40823,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,5,0,0,0,18
SSC40824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,11,16,3,0,0,46
SSC40826,0,3,13,6,3,5,0,0,0,32,0,0,6,3,4,0,0,0,0,20,41,90,282,188,146,75,10,3,0,837
SSC40827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC40828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,14,13,3,0,0,58
SSC40829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,7,13,3,3,0,0,45
SSC40830,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,24,21,39,75,70,42,14,0,0,276
SSC40831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40832,0,0,4,8,3,5,0,0,0,21,0,0,0,5,6,3,0,0,0,14,25,39,93,119,148,116,18,0,3,558
SSC40833,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,3,10,3,7,0,0,0,0,25
SSC40834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40835,10,32,64,41,30,26,0,0,0,205,13,15,56,50,30,11,10,0,0,190,298,788,2036,1741,1252,675,119,3,0,6911
SSC40836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC40837,4,3,3,3,7,3,0,0,0,20,0,0,8,4,3,8,0,0,0,21,30,60,175,174,189,116,28,3,0,775
SSC40838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6
SSC40839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10
SSC40840,0,0,0,0,6,3,0,0,0,18,0,0,3,0,3,3,0,0,0,7,36,51,97,103,124,128,51,9,0,590
SSC40841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,8,4,3,0,0,23
SSC40842,0,0,0,7,7,3,0,0,0,24,0,0,0,3,9,4,0,0,0,20,47,46,122,231,197,121,31,7,0,798
SSC40843,3,3,11,8,20,16,3,0,0,60,3,12,3,7,9,9,0,3,0,49,103,121,176,306,472,333,97,20,3,1636
SSC40844,0,3,7,8,9,4,0,0,0,29,0,0,3,7,3,8,0,0,0,17,34,68,141,137,180,128,29,6,0,727
SSC40845,0,3,0,4,0,3,0,0,0,13,0,0,6,3,8,3,0,4,0,29,18,41,59,80,149,108,47,13,0,523
SSC40846,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,5,0,0,0,7,13,17,24,30,44,55,5,0,0,180
SSC40847,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,5,11,25,30,40,34,20,8,0,165
SSC40848,0,3,5,15,3,6,3,0,0,40,0,4,5,14,10,3,3,0,0,33,33,73,259,270,198,146,30,0,0,1013
SSC40849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5
SSC40850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SSC40851,0,3,0,0,0,3,0,0,0,8,3,5,4,3,0,7,3,0,0,22,19,34,85,60,99,117,44,6,6,470
SSC40852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9
SSC40853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,0,0,0,13
SSC40854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,14,19,18,3,0,0,58
SSC40855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SSC40856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,12
SSC40857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,5,0,0,0,24
SSC40858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,9,10,0,0,32
SSC40859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,9,0,0,0,24
SSC40860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4
SSC40861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40862,0,0,3,6,3,7,0,0,0,27,0,0,3,4,9,4,7,0,0,23,25,32,71,118,135,119,27,0,0,526
SSC40863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
SSC40864,0,0,3,4,4,3,0,0,0,11,0,0,0,3,7,0,0,0,0,7,12,8,15,67,46,32,11,3,0,192
SSC40865,0,4,0,0,4,4,0,0,0,13,0,0,0,0,3,0,6,0,0,10,8,28,57,52,88,72,24,3,0,328
SSC40866,6,14,27,21,14,11,0,0,0,87,0,4,22,9,9,12,3,0,0,59,82,213,681,471,448,256,52,9,0,2207
SSC40867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
SSC40868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,4,13,0,0,0,37
SSC40869,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,5,9,4,17,11,0,0,0,64
SSC40870,0,6,11,17,18,22,0,0,0,80,12,9,11,21,14,12,5,0,0,74,104,175,271,395,518,393,95,7,4,1961
SSC40871,0,0,3,4,4,5,3,0,0,17,0,0,9,4,12,10,3,0,0,32,63,74,138,214,261,227,71,6,0,1056
SSC40872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,5,3,3,3,0,0,31
SSC40873,0,4,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,11,20,12,4,7,0,0,0,66
SSC40874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,0,0,16
SSC40875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,0,0,0,13
SSC40877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,14,13,11,7,0,3,0,52
SSC40878,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,9,5,15,15,11,8,0,0,69
SSC40879,0,4,9,5,4,3,0,0,0,23,3,0,3,3,3,4,7,0,0,17,18,23,73,77,84,115,29,4,0,428
SSC40880,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,5,0,7,19,27,14,12,0,0,83
SSC40881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,9,26,17,15,6,0,98
SSC40882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SSC40883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,14,8,0,0,0,24
SSC40884,3,0,3,0,10,12,3,0,0,31,0,0,0,4,10,3,0,0,0,21,48,68,138,159,180,182,47,3,0,821
SSC40885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,19,0,0,0,0,29
SSC40886,5,8,27,6,9,4,4,0,0,66,6,9,16,15,14,4,0,4,0,64,99,259,623,465,360,302,55,10,0,2180
SSC40887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,17
SSC40888,3,9,15,5,21,5,0,0,0,57,3,0,4,6,14,4,4,0,0,36,84,122,240,250,320,251,29,3,0,1296
SSC40889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40890,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,4,14,13,27,30,23,10,0,0,121
SSC40891,0,18,23,24,12,14,8,0,0,101,0,3,13,11,12,10,9,0,0,60,89,225,624,494,383,313,73,4,0,2204
SSC40892,11,13,36,28,34,29,3,0,0,156,6,9,20,29,23,15,0,0,0,99,177,276,685,738,735,604,106,13,0,3334
SSC40893,6,12,25,28,30,20,12,0,0,130,6,11,15,19,19,4,5,0,0,80,131,225,568,641,565,434,106,6,0,2691
SSC40894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11
SSC40895,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,3,3,13,16,23,8,7,3,0,83
SSC40896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,15,15,18,9,0,0,68
SSC40897,3,3,3,6,5,7,3,0,0,25,0,0,5,0,8,3,0,0,0,19,40,33,61,113,157,146,34,3,0,599
SSC40898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,20,12,15,11,0,0,64
SSC40899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40900,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,3,0,3,7,10,8,38,36,28,10,3,0,142
SSC40901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,8
SSC40902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,18,17,8,8,3,0,70
SSC40903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,14
SSC40905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40906,0,0,0,4,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,4,13,11,23,41,36,49,12,3,0,183
SSC40907,0,5,8,4,9,7,0,0,0,32,0,0,5,5,3,4,0,0,0,27,63,53,126,131,211,154,42,7,3,790
SSC40908,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,3,5,15,18,18,0,0,0,67
SSC40909,3,0,3,0,8,3,0,0,0,20,0,0,0,3,0,3,0,3,0,10,28,23,38,74,115,81,26,3,5,383
SSC40910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,3,0,0,18
SSC40911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,18,26,18,4,0,0,73
SSC40912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,16,27,15,0,0,76
SSC40913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,8,9,7,0,0,44
SSC40914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,12
SSC40915,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,10,10,6,20,27,38,48,7,0,0,158
SSC40916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,11
SSC40917,12,46,118,91,81,75,17,0,0,434,10,27,94,60,75,53,18,0,0,338,462,955,2364,1987,1983,1563,350,8,0,9671
SSC40918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40919,3,10,15,7,5,3,5,0,0,57,0,0,15,5,8,11,3,0,0,47,58,138,353,283,220,187,54,0,0,1298
SSC40920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,0,0,9
SSC40921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,13
SSC40922,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,7,0,11,6,17,18,13,3,0,68
SSC40923,9,25,75,65,51,46,7,3,0,291,13,14,46,41,43,38,7,3,0,208,405,638,1401,1455,1355,914,240,24,6,6434
SSC40924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40925,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,3,5,13,38,19,3,0,0,92
SSC40926,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,3,3,12,13,14,0,0,0,50
SSC40927,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,5,3,13,11,17,8,3,3,0,68
SSC40928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,9,13,10,5,0,0,50
SSC40929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40930,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,6,4,5,23,31,31,9,0,0,111
SSC40931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,13,3,0,0,25
SSC40932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40933,3,4,5,6,7,3,0,0,0,28,0,0,3,12,13,0,0,0,0,25,36,56,105,158,166,129,22,8,0,681
SSC40934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,9
SSC40935,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,5,14,3,15,15,11,3,0,69
SSC40936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,3,0,0,18
SSC40937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,14
SSC40939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,43,42,23,14,0,0,0,128
SSC40940,32,56,120,95,77,79,19,0,0,474,20,41,76,70,76,59,20,8,3,372,748,1029,2268,2225,2498,1971,383,57,6,11181
