SSC_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC40064,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,7,0,5,0,0,5,0,28
SSC40065,3,7,8,13,18,22,26,40,0,136,8,23,21,43,21,32,22,35,0,202,3,4,5,8,28,22,21,20,3,112,7,32,11,13,9,6,9,3,0,94,3,18,12,11,24,13,12,8,0,99,4,15,15,14,10,8,6,6,0,74,0,3,10,4,7,10,5,11,0,49,0,16,13,4,6,10,3,3,0,55,0,0,0,0,0,0,0,0,0,0,35,119,87,112,121,122,98,119,3,819
SSC40066,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC40067,0,0,0,0,0,0,0,12,0,22,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,3,4,14,3,43
SSC40068,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,10,0,25
SSC40069,3,8,5,12,18,22,27,35,3,130,16,20,40,41,78,59,30,38,3,323,5,14,12,28,72,62,38,56,6,288,11,43,22,38,32,27,17,9,0,192,9,35,35,36,81,25,22,10,0,251,5,42,25,25,12,10,17,12,3,151,3,5,7,4,21,16,7,25,3,87,4,23,14,14,20,14,3,10,0,102,3,0,0,0,5,3,0,0,3,23,53,179,169,200,340,244,160,179,17,1541
SSC40070,0,0,3,0,3,3,3,3,0,21,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,3,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,5,0,6,0,3,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,10,11,6,14,13,3,14,0,69
SSC40071,0,0,0,0,0,3,0,3,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,14
SSC40072,4,22,12,22,23,28,20,37,0,164,4,6,12,19,23,22,15,16,3,125,7,6,10,16,51,41,16,24,0,167,5,32,21,38,16,16,7,7,3,143,9,7,13,11,28,20,7,4,0,98,5,16,14,27,18,3,9,14,3,116,0,6,8,3,11,15,6,26,0,67,3,29,24,27,37,38,8,12,0,193,0,3,0,0,0,0,0,3,5,11,39,130,108,159,217,190,89,139,16,1081
SSC40073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40075,0,0,0,0,3,4,3,9,0,21,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,5,7,0,36
SSC40076,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,9,3,6,0,33
SSC40077,0,0,0,3,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,14
SSC40078,0,0,3,5,4,3,7,7,0,31,3,7,0,4,9,9,5,15,0,55,0,3,0,4,3,0,0,0,0,12,0,3,8,0,3,3,3,0,0,21,0,5,0,11,3,3,3,3,0,27,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,7,3,4,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,12,25,12,32,22,18,25,23,0,165
SSC40079,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,3,0,19
SSC40080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,7,3,5,0,0,3,0,20
SSC40081,14,4,3,3,4,13,4,22,3,65,3,6,3,3,0,4,5,0,0,33,0,7,4,0,7,7,3,3,0,32,0,13,6,4,3,4,0,3,3,30,7,3,0,8,3,0,3,3,0,21,3,3,0,3,3,0,0,3,0,17,0,3,0,0,0,0,0,4,0,15,10,11,0,3,3,6,3,13,0,49,0,0,0,0,0,0,0,0,0,6,35,61,19,29,23,35,18,49,6,271
SSC40082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8
SSC40083,0,0,0,0,7,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,3,5,0,25
SSC40084,3,11,11,15,23,37,41,67,0,222,21,44,59,64,76,90,57,88,3,497,0,0,11,5,11,14,9,17,0,67,0,47,10,20,16,9,10,3,0,113,3,34,27,20,28,25,5,14,3,149,0,31,14,13,13,11,8,20,0,103,0,0,0,0,6,0,0,4,0,12,0,15,11,7,3,0,0,7,0,46,0,0,0,6,0,5,0,4,8,25,28,191,141,143,174,183,129,219,11,1223
SSC40085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40086,0,0,7,5,9,8,0,9,0,35,6,27,21,21,26,33,13,19,0,168,0,10,5,4,15,7,5,0,0,50,3,33,31,21,3,4,9,3,3,112,3,15,6,4,16,11,3,3,3,67,7,43,6,8,5,0,0,3,6,83,0,0,3,3,7,7,0,3,0,23,3,25,11,9,10,7,4,0,0,77,0,3,0,0,0,0,0,0,4,6,30,161,96,79,82,76,38,38,24,622
SSC40087,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,10,0,4,4,3,8,0,35
SSC40088,15,11,12,19,51,54,49,99,3,318,32,82,76,111,146,141,88,127,7,814,11,21,16,21,51,53,26,27,3,226,14,51,29,38,21,31,11,9,0,209,11,38,46,46,53,31,22,16,0,260,9,56,24,19,19,11,6,16,4,161,0,3,6,0,10,11,0,4,0,29,3,50,16,11,7,4,0,4,0,98,0,3,0,0,5,10,4,3,7,30,93,306,223,274,359,352,213,301,22,2154
SSC40089,0,0,0,3,0,0,3,5,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,14,0,35
SSC40090,0,3,0,0,0,3,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,3,3,14,0,33
SSC40091,3,8,12,9,24,27,19,38,0,135,14,35,32,49,72,70,39,56,0,363,0,11,11,8,19,24,9,17,4,105,5,44,20,27,17,14,3,6,0,133,5,18,26,22,38,13,12,10,0,144,9,27,14,6,16,3,0,6,0,85,0,5,7,0,3,6,0,0,0,25,0,26,11,8,9,4,0,6,0,61,0,0,3,0,0,0,3,3,8,20,41,182,123,127,199,164,94,147,14,1075
SSC40092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40093,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
SSC40094,0,0,0,0,0,3,3,8,0,14,0,0,0,0,0,0,0,3,0,6,0,4,0,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,6,4,8,11,14,3,11,0,71
SSC40095,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC40096,13,3,10,12,35,26,26,49,0,166,14,9,22,28,74,45,39,38,5,277,3,8,6,17,42,35,16,23,4,153,6,23,23,40,34,24,10,8,3,176,5,15,15,36,58,20,11,15,5,175,8,29,15,31,33,9,10,9,0,142,0,4,3,6,25,23,12,20,6,102,6,64,29,41,60,51,20,30,0,292,3,0,3,3,0,0,3,0,5,19,60,151,122,202,367,241,148,196,25,1507
SSC40097,0,0,0,0,0,3,0,11,0,16,0,3,4,0,0,0,0,5,0,18,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,9,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,13,14,3,10,11,4,23,3,85
SSC40098,0,0,0,3,0,6,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,4,14,0,32
SSC40099,5,6,3,11,11,29,21,38,0,126,16,22,26,40,43,63,43,58,0,313,0,7,12,13,13,9,6,14,3,73,0,28,10,18,10,0,4,0,0,70,4,9,19,16,34,16,8,4,0,110,0,24,8,14,16,10,7,11,0,83,0,0,0,4,3,0,0,3,0,13,0,18,8,4,8,4,4,6,3,49,0,0,0,3,5,0,3,3,8,14,31,116,89,112,142,136,90,137,8,860
SSC40100,0,3,3,3,24,11,9,13,0,70,4,10,10,18,39,24,15,16,0,131,3,4,4,8,30,24,7,14,3,95,3,19,10,15,12,13,8,0,7,85,7,10,11,14,33,12,13,6,3,108,5,17,13,6,14,10,0,3,3,74,5,0,3,6,19,13,13,5,0,74,3,12,14,16,20,9,7,0,0,80,0,0,0,5,0,3,0,0,5,18,32,74,67,91,191,119,66,67,17,733
SSC40101,0,0,0,0,0,3,4,8,0,18,0,0,0,0,3,3,0,3,0,18,0,4,0,0,8,6,0,3,0,27,0,3,0,0,5,0,0,0,0,15,0,3,3,3,3,3,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,12,0,4,5,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,5,20,20,15,25,20,10,18,0,137
SSC40102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40103,0,0,0,0,0,0,0,10,0,9,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,5,8,8,9,4,12,0,46
SSC40104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40105,0,3,0,3,0,3,0,7,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,3,6,4,3,5,10,6,13,0,50
SSC40106,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,19
SSC40107,3,5,0,12,3,23,15,27,4,92,0,9,8,11,24,25,11,14,0,101,5,6,7,8,26,23,11,19,0,106,7,21,14,28,9,13,0,8,0,100,5,16,17,9,20,17,5,3,0,88,3,14,0,8,11,3,3,3,0,39,0,4,8,3,10,4,5,12,0,41,3,17,4,10,9,11,8,6,3,70,0,0,0,0,0,3,0,0,0,3,33,81,68,89,106,117,53,86,12,644
SSC40108,3,4,6,7,16,26,20,22,0,96,8,5,20,19,39,30,17,17,0,149,3,9,3,8,46,28,8,21,4,132,12,21,20,24,21,22,3,5,7,133,3,12,9,13,46,22,9,14,3,137,4,26,8,15,10,18,8,0,0,89,3,0,5,3,20,12,5,9,3,57,5,25,13,15,18,5,6,15,0,93,0,0,0,0,7,5,0,3,0,14,43,94,81,101,229,161,82,97,14,912
SSC40109,4,9,5,8,16,33,17,47,0,138,15,32,27,44,85,42,37,44,3,318,3,4,9,11,29,19,11,20,4,104,11,26,24,21,14,21,11,8,0,127,7,15,13,29,35,23,4,3,0,142,0,23,9,14,12,5,3,3,0,70,0,6,0,0,3,0,3,0,0,21,0,23,11,15,8,5,4,0,0,79,0,0,0,0,4,0,0,0,0,5,39,146,93,137,208,144,96,120,8,992
SSC40110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,17
SSC40111,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,3,0,0,15
SSC40112,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,10,0,24
SSC40113,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,7,0,29
SSC40114,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,7,4,3,0,8,3,5,0,27
SSC40115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,14
SSC40116,0,4,0,0,3,3,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,12,0,8,0,30
SSC40117,7,8,15,18,36,51,36,89,0,251,42,67,76,95,154,121,77,101,6,741,16,11,15,23,58,53,28,34,3,242,16,49,37,42,28,15,14,6,3,208,8,40,29,38,64,37,13,21,0,253,0,45,25,19,17,6,13,12,0,143,0,6,0,9,11,9,8,3,0,46,3,50,24,22,30,6,3,5,0,145,3,5,0,0,0,3,0,0,6,19,96,281,219,273,394,303,192,274,24,2048
SSC40118,5,11,6,10,33,18,18,28,0,129,12,25,13,35,86,58,34,38,3,317,6,19,13,30,69,49,31,39,14,272,4,45,28,39,29,24,8,12,0,189,7,18,19,19,58,26,6,7,3,168,6,48,31,22,27,15,8,13,0,162,3,9,12,19,35,16,12,17,3,130,4,65,44,39,77,40,15,15,7,305,3,6,0,0,3,3,0,0,19,35,53,237,167,230,423,243,135,177,51,1713
SSC40119,13,8,10,20,73,58,41,85,3,313,27,18,32,56,116,93,38,30,3,416,13,25,24,44,130,149,72,94,3,551,22,53,67,106,91,74,42,40,4,502,22,32,52,65,155,68,39,33,0,470,11,100,58,60,67,49,23,17,8,397,8,14,18,28,90,55,32,63,3,308,14,82,49,56,94,61,35,22,6,414,3,8,0,4,10,3,0,7,13,47,136,338,308,438,826,604,323,386,42,3407
SSC40120,0,3,0,0,3,5,7,12,3,31,0,3,6,13,9,5,3,11,0,46,0,0,4,8,3,0,0,9,0,24,0,3,0,0,3,7,0,0,0,19,0,10,3,5,9,0,0,3,0,27,0,4,3,0,3,0,0,0,0,20,0,0,0,0,3,0,0,4,0,5,0,4,3,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,3,3,3,26,26,28,29,27,16,34,8,193
SSC40121,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,12
SSC40122,0,0,0,3,3,8,3,8,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,19,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,11,0,3,5,3,6,3,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,7,13,14,14,15,8,16,4,98
SSC40123,0,0,0,0,0,6,0,4,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,5,3,6,11,0,12,0,42
SSC40124,0,3,4,4,4,15,3,14,0,43,0,5,5,0,5,10,0,3,0,34,0,3,3,4,3,5,8,3,0,27,0,3,4,0,0,0,0,3,0,12,0,3,3,7,0,0,3,0,0,21,0,3,3,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,3,0,4,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,3,5,23,23,21,15,32,15,25,3,162
SSC40125,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,9,0,20
SSC40126,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,15
