SSC_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC40964,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,13,0,0,30
SSC40965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40966,0,0,0,0,0,0,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,17,11,19,16,25,9,3,106
SSC40967,0,0,0,0,0,0,7,8,4,18,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,3,5,0,0,25,9,18,40,34,89,65,62,12,7,344
SSC40968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,13,16,7,3,6,0,51
SSC40969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,0,0,19,0,0,16,7,8,12,3,0,0,53
SSC40970,3,6,14,5,12,31,42,10,8,124,0,3,6,3,3,8,0,0,0,23,5,15,39,33,25,39,22,4,0,202,122,319,723,475,400,367,217,74,16,2722
SSC40971,0,0,0,0,0,0,4,0,0,9,0,0,0,0,3,0,0,3,0,5,0,3,3,0,3,0,0,0,0,19,6,28,23,23,41,21,20,3,3,178
SSC40972,0,9,19,16,11,13,28,15,3,105,0,0,0,8,0,6,4,3,3,21,27,31,86,58,25,20,11,4,0,258,194,609,1412,685,495,323,141,48,7,3918
SSC40973,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,7,14,17,23,11,0,75
SSC40974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,8,11,11,12,5,0,0,0,53
SSC40975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,11
SSC40976,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,14,7,0,36
SSC40977,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,7,8,7,8,3,5,0,3,38
SSC40978,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,3,3,0,19
SSC40979,11,14,38,48,51,132,330,328,193,1132,4,9,17,22,15,11,13,5,0,101,51,129,266,197,173,128,178,123,79,1326,396,1062,2098,1604,1749,1580,1579,1026,429,11526
SSC40980,0,0,0,0,4,11,23,7,10,64,0,0,0,0,0,0,0,0,0,0,6,0,4,6,17,16,10,7,3,67,41,61,96,116,197,184,139,61,14,900
SSC40981,0,0,0,0,0,3,6,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,12,7,5,10,17,29,10,25,8,0,106
SSC40982,0,0,3,0,0,0,3,5,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,15,9,16,25,25,39,21,12,5,0,152
SSC40983,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,8,9,13,13,7,0,49
SSC40984,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,14,4,5,10,38,26,31,23,0,3,134
SSC40985,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,10,5,0,25
SSC40986,3,0,0,0,0,0,0,3,3,14,0,0,0,0,0,0,0,0,0,0,4,3,6,10,20,18,13,13,0,90,40,49,68,138,197,193,121,34,16,850
SSC40987,0,0,0,0,5,0,13,6,0,24,0,0,0,0,0,0,0,0,0,3,0,3,0,9,5,6,0,0,3,28,13,29,41,43,81,74,51,19,5,365
SSC40988,0,0,0,3,3,3,6,12,3,31,0,0,0,0,0,0,0,0,0,0,0,6,4,0,5,4,3,3,0,34,21,31,100,87,126,106,56,27,6,562
SSC40989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,33
SSC40990,0,0,3,0,4,0,11,19,35,69,0,0,0,3,0,0,0,0,0,6,7,3,9,10,14,22,27,40,106,239,65,139,214,275,326,337,292,286,428,2375
SSC40991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6
SSC40992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40994,0,0,4,0,3,16,9,25,15,76,0,0,0,0,6,0,0,5,0,12,0,3,13,13,11,5,7,5,3,65,57,134,319,302,300,289,137,79,46,1662
SSC40995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,25
SSC40996,3,0,4,3,7,5,24,13,5,66,0,0,0,0,0,0,3,0,0,3,15,8,36,59,45,32,28,14,0,242,150,313,708,749,743,528,377,118,26,3710
SSC40997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,13
SSC40998,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,5,3,0,3,9,5,0,5,3,0,30,12,10,11,26,37,50,23,4,3,165
SSC40999,0,0,0,0,3,7,11,10,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,11,6,7,8,6,0,45,5,13,55,60,68,91,60,27,3,387
SSC41000,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,8,6,4,0,0,43
SSC41001,0,0,0,0,3,7,19,8,3,41,0,0,3,0,0,0,0,0,0,3,0,0,7,5,11,10,5,3,0,42,18,14,87,68,88,114,76,31,3,492
SSC41002,0,9,18,19,16,27,85,79,56,319,0,10,32,53,33,22,8,0,0,155,12,15,60,43,53,56,47,48,60,401,138,342,793,766,740,700,604,373,197,4649
SSC41003,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,9,0,0,8,13,11,20,12,0,0,64
SSC41004,0,0,4,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,7,0,0,18,0,7,32,17,24,33,15,0,0,139
SSC41005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,4,0,0,0,23
SSC41006,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,7,11,22,9,0,0,55
SSC41007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,3,4,3,7,0,0,17
SSC41008,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,8,9,24,28,40,17,11,0,138
SSC41009,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,3,5,10,13,13,19,9,0,74
SSC41010,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,19,0,0,10,13,20,13,6,0,0,56
SSC41011,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,3,5,0,0,13,4,0,9,17,21,24,24,3,0,110
SSC41012,0,0,0,0,0,0,3,7,4,16,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,3,10,0,3,37,27,84,133,167,214,183,169,69,34,1083
SSC41013,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,10,11,3,0,34
SSC41014,0,0,0,3,3,7,26,45,20,111,0,0,0,0,0,0,3,10,0,12,0,4,8,6,10,8,15,23,22,90,38,123,251,189,188,159,196,217,98,1474
SSC41015,0,0,0,0,3,4,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,18,4,11,3,4,0,0,47,18,59,177,101,106,73,44,9,0,587
SSC41016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,12,22,8,3,4,0,56
SSC41017,0,0,3,0,4,15,26,20,6,68,0,0,0,0,0,0,0,0,0,0,5,5,7,11,19,14,30,12,0,96,32,55,118,157,164,170,130,67,17,916
SSC41018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,8,0,0,0,0,15
SSC41019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,8,0,0,12,6,0,11,5,3,0,39
SSC41020,0,0,0,0,14,33,133,125,46,356,0,0,3,0,0,8,20,19,10,70,20,15,13,22,30,19,38,27,9,197,139,314,576,621,734,542,497,325,88,3828
SSC41021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,9,10,5,3,0,36
SSC41022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41023,0,0,0,0,0,3,10,3,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,3,5,18,18,30,48,30,12,4,164
SSC41024,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,6,3,9,12,5,0,0,0,39
SSC41025,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,17,3,26,54,29,13,22,23,11,3,185
SSC41026,0,0,7,9,10,22,60,17,11,134,0,3,0,0,0,3,5,0,0,11,8,22,41,33,33,29,40,11,3,228,77,263,574,482,508,489,376,138,37,2948
SSC41027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,13,5,9,3,0,36
SSC41028,0,0,3,0,3,3,17,14,14,55,0,0,0,0,0,0,0,0,0,0,6,0,5,6,7,32,38,17,6,122,21,43,96,123,156,338,395,179,39,1380
SSC41029,0,3,0,0,0,4,16,24,11,73,0,0,0,0,0,3,3,4,3,15,38,95,126,58,109,89,105,67,70,752,471,986,1268,643,782,762,816,391,246,6361
SSC41030,0,0,3,0,0,0,8,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,3,8,8,0,43,8,12,57,37,61,120,91,50,7,435
SSC41031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,5,6,5,6,3,0,0,23
SSC41032,0,0,0,11,32,28,15,14,16,117,0,0,0,8,30,33,7,0,0,83,3,4,8,17,32,42,33,15,17,175,53,90,144,272,392,373,269,129,88,1813
SSC41033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,6
SSC41034,0,3,0,3,4,31,71,52,26,194,0,0,0,0,0,0,0,7,0,6,5,18,22,26,22,52,57,51,24,274,133,338,543,582,793,1114,748,293,123,4669
SSC41035,0,0,0,0,0,6,10,16,30,62,0,0,0,0,0,0,0,0,0,3,3,0,3,3,13,6,14,12,3,60,8,9,40,28,54,65,122,94,74,487
SSC41036,0,0,0,3,4,17,49,49,52,171,0,0,0,0,0,0,5,4,3,9,7,9,41,26,30,24,25,71,196,438,62,248,489,375,348,300,260,281,359,2728
SSC41037,0,0,0,0,0,7,6,3,3,18,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,7,8,3,0,26,5,4,34,44,60,69,49,25,6,299
SSC41038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,13
SSC41039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,3,7,0,0,0,16
SSC41040,0,0,0,0,0,3,5,4,4,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,11,0,0,23,12,23,24,20,45,63,29,8,13,230
SSC41041,0,4,10,23,29,34,48,37,19,209,3,0,7,10,20,20,11,8,3,81,25,118,328,283,157,61,55,45,19,1094,105,323,1064,798,516,369,311,204,82,3772
SSC41042,3,0,7,8,10,12,41,26,24,134,0,0,4,4,11,7,16,7,4,51,15,14,53,40,38,22,17,15,23,237,127,424,1370,1028,681,506,364,144,95,4741
SSC41043,0,0,0,0,0,0,8,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,8,3,8,6,6,0,0,34,17,23,50,59,109,70,55,15,4,396
SSC41044,0,0,0,0,3,6,29,39,34,117,0,0,0,0,0,3,4,13,9,27,10,30,106,57,60,58,51,46,30,449,102,450,1163,810,720,778,640,314,131,5114
SSC41045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SSC41046,0,0,7,0,3,9,24,15,9,77,0,0,0,0,0,0,0,0,0,3,0,4,6,11,9,26,15,12,9,89,67,115,208,264,321,364,334,189,65,1919
SSC41047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,12,0,3,17,8,12,5,3,0,0,50
SSC41048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,0,0,0,22
SSC41049,3,3,0,7,5,35,114,142,105,418,0,0,0,0,3,0,4,0,0,9,17,4,33,43,37,42,57,41,30,313,152,267,747,721,764,822,791,455,220,4941
SSC41050,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,8,5,0,0,0,27
SSC41051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,4,12,3,0,0,0,22
SSC41052,0,0,0,0,0,0,21,20,7,48,0,0,0,0,0,3,0,0,0,6,4,5,14,7,24,20,27,17,3,133,56,143,363,370,353,332,329,107,20,2077
SSC41053,0,0,9,7,7,20,34,16,3,91,0,0,0,0,0,0,0,0,0,0,3,5,22,10,12,14,29,12,0,123,40,118,236,211,240,261,274,113,18,1515
SSC41054,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,5,0,4,3,9,16,7,8,0,53,19,48,74,84,144,146,116,46,7,679
SSC41055,0,0,7,8,10,27,39,42,23,164,0,0,4,0,8,7,4,3,3,30,9,5,42,37,33,38,49,57,20,286,87,180,502,466,563,454,387,209,88,2937
SSC41056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC41057,3,3,4,8,11,20,36,40,76,197,0,4,3,3,3,5,0,0,3,26,8,29,39,29,25,22,32,24,28,248,95,401,663,442,380,394,359,247,300,3291
SSC41058,0,0,0,0,0,0,9,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,11,19,17,26,40,71,60,70,18,7,326
SSC41059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC41060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,3,0,0,11
SSC41061,0,4,0,0,3,8,19,8,11,43,0,0,0,0,0,0,0,0,0,0,0,6,13,12,4,7,16,7,3,67,26,85,176,195,187,198,152,62,18,1100
SSC41062,0,0,4,0,7,8,22,28,32,107,0,0,0,0,0,0,0,0,0,5,4,9,12,13,19,14,12,28,33,152,77,199,472,421,450,423,291,200,135,2665
SSC41063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6
SSC41065,0,0,0,0,0,3,11,3,0,16,0,0,0,0,0,0,3,0,0,3,3,3,4,7,17,17,3,3,0,56,32,77,78,108,211,181,116,29,17,851
SSC41066,3,0,0,0,3,10,24,4,0,45,0,0,0,0,0,3,0,0,0,3,0,5,8,12,21,11,17,4,0,79,71,168,204,306,482,405,267,62,13,1967
SSC41067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3
SSC41068,0,0,0,4,4,3,3,0,0,16,0,0,0,0,0,3,0,0,0,3,3,3,10,8,8,13,4,0,0,45,6,11,31,22,31,34,11,3,3,152
SSC41069,0,0,0,0,3,5,20,21,11,54,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,8,6,9,10,52,6,18,51,58,83,99,84,57,38,491
SSC41070,3,0,7,7,3,18,41,33,10,118,0,0,0,3,0,0,0,3,0,9,6,8,12,26,16,23,27,14,7,137,56,120,220,269,268,258,211,126,35,1562
SSC41071,3,0,4,15,30,38,51,44,23,219,0,0,5,0,16,18,16,6,4,64,11,11,33,23,30,29,22,8,5,176,63,178,393,328,365,311,195,94,52,1984
SSC41072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,12
SSC41073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,8,11,15,0,0,40
SSC41074,0,0,0,0,0,5,4,3,4,22,0,0,0,0,0,3,0,0,0,6,0,0,9,6,8,10,3,10,0,41,20,53,121,91,100,99,47,23,12,567
SSC41075,0,0,0,0,0,8,8,4,3,18,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,5,8,4,0,36,16,19,36,64,74,71,64,26,6,376
SSC41076,0,0,0,0,0,4,3,7,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,8,6,3,0,32,3,17,17,56,58,48,27,24,3,244
SSC41077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,4,0,15,11,8,16,17,32,46,27,12,0,165
SSC41078,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,12,13,19,25,24,18,5,0,127
SSC41079,0,0,0,0,0,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,5,8,14,8,14,17,8,0,64
SSC41080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC41081,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,15,10,10,12,13,6,0,57
SSC41082,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,4,5,8,0,0,0,0,18,3,13,14,24,42,20,23,8,3,150
SSC41083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,10
SSC41084,0,0,0,0,3,0,19,29,12,62,0,0,0,0,0,0,3,0,0,12,10,10,13,17,17,15,24,21,9,136,64,119,235,284,293,289,290,192,79,1842
SSC41085,3,6,15,18,18,45,62,59,19,242,0,4,5,22,24,11,6,9,0,77,13,21,53,46,50,49,44,44,16,346,182,431,988,861,832,713,534,378,104,5017
SSC41086,0,0,15,9,14,23,47,27,17,164,0,3,7,14,5,10,3,10,3,57,12,6,18,22,21,31,19,28,6,160,77,196,471,432,398,395,298,156,64,2485
SSC41087,0,0,3,5,5,16,38,27,15,120,0,0,3,5,11,5,8,3,0,34,5,3,18,13,15,13,32,21,5,121,77,166,405,373,384,323,367,149,47,2277
SSC41088,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,4,0,0,0,16
SSC41089,0,0,0,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,5,7,3,0,27,16,18,24,57,71,55,75,15,3,329
SSC41090,0,0,6,15,3,45,121,162,80,420,0,0,5,5,3,11,13,19,16,74,13,16,29,24,45,50,54,61,48,346,163,457,872,801,905,772,721,556,275,5513
SSC41091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,55,4,0,0,0,0,0,98
SSC41092,5,19,63,80,105,137,262,169,73,906,0,12,47,77,106,109,61,39,17,469,52,36,121,104,132,121,107,88,42,809,489,1146,2559,2212,2237,1892,1350,694,208,12794
SSC41093,6,12,65,71,100,131,148,92,19,639,0,8,43,73,85,71,33,27,5,347,53,58,144,133,100,111,64,28,5,685,557,1254,2547,2266,2394,1839,858,321,65,12102
SSC41094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5
SSC41095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41096,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,7,16,25,7,3,0,67
SSC41097,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,4,5,0,0,25,4,15,15,25,29,30,38,9,4,174
SSC41098,0,0,0,3,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,7,6,8,28,34,33,21,17,10,3,159
SSC41099,0,0,0,0,0,3,19,20,7,52,0,3,4,0,0,0,0,0,0,8,0,8,19,11,12,25,14,13,3,104,14,59,169,100,148,182,137,69,15,893
SSC41100,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,8,5,14,35,50,29,7,0,154
SSC41101,0,0,6,6,12,18,29,48,30,149,0,3,4,10,9,5,5,3,0,39,9,16,34,15,25,22,34,30,22,204,76,261,500,315,370,292,264,189,112,2382
SSC41102,0,0,0,3,0,4,30,46,36,129,0,0,0,0,3,0,4,13,4,30,11,12,46,58,34,44,22,18,32,283,95,309,873,732,613,561,360,197,159,3901
SSC41103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41104,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,7,29,14,24,17,19,4,9,120
SSC41105,0,0,0,0,0,0,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,12,3,4,12,4,17,20,10,5,0,88
SSC41106,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,5,3,4,0,12,4,3,0,0,40
SSC41107,0,0,0,3,8,14,35,81,56,194,0,0,0,3,0,3,0,8,4,19,0,9,37,8,14,11,33,45,30,189,44,166,369,286,309,325,374,399,216,2490
SSC41108,0,0,0,0,3,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,9,0,0,20,3,4,21,24,29,26,27,7,3,142
SSC41109,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,13,6,6,3,0,49
SSC41110,0,0,3,3,3,10,22,63,46,146,0,0,3,3,0,0,3,13,3,25,3,4,26,12,13,13,8,17,11,100,41,183,490,303,247,239,169,185,101,1955
SSC41111,0,0,0,0,0,9,21,42,19,96,0,0,0,0,0,0,4,4,10,17,0,5,3,5,10,7,14,13,10,65,40,149,272,203,222,146,137,120,66,1356
SSC41112,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,16,14,32,19,6,0,86
SSC41113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,8,3,0,3,16,10,10,5,0,0,45
SSC41114,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,10,3,3,0,27
SSC41115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,0,0,0,11
SSC41116,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,4,4,4,10,18,6,3,3,60
SSC41117,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,6,8,12,22,4,0,52
